No	Japanese	Translation	Note
700	いつもの私ではなかった	I wasn't my usual self.	
701	年金制度の見直しと称してその改悪が進められている。 	Under the name of an overhaul of the pension system ⌐this change for the worse is continuing	
702	もちろん仕事柄、いろんな人達と交流してきたが、あの時出逢った貴婦人が、私の出逢った中では一番お人やかで、大和撫子の風格をもつ素晴らしい女性だった。		
703	わずかの言葉が人の本性を表すことがある。 	A few words may betray a man's true character.	
704	いい気になる＝実際よりえらい者だと思い込む。		
705	この装置により簡単に海水を淡水に変えることが可能となった。 	This device made it possible to turn sea-water into fresh water easily.	
706	身だしなみ＝容姿や見た目、衣服やファッションなどを良くしようという心がけ、またはそうしたマナーのこと。「身嗜み」と書く。		
707	市民達は激しい爆撃を受けてひるんだ。 	The citizens staggered under the heavy bombing.	
708	我々は今や宇宙時代の黎明期にあるのだ。	We now stand at the dawn of the Space Age.	
709	省みる＝ふりかえってよく考える		
710	そばを通り過ぎていったタンカーの余波でヨットは危うく覆されそうになった.	Our yacht was almost capsized by the wake of the passing tanker.	
711	ああ言えば、こう言う。まったく、口が減らない奴だ。 	Whatever I say, he has a comeback ready. You can't get a word in edgewise.	
712	あのような人は敬遠するに限る	It is best to keep such men at a distance―give such men a wide berth.	
713	グローバル化の進展	Progression of globalization	
714	私はあなたの笑顔だけが原動力でした。	Your smile alone was motivation for me.	
715	君の背後に誰かいる。 	There's someone behind you.	
716	潜水艦が海上に浮上する	a submarine surfaces [rises to the surface]	
717	ああ、オレも実際、こうして目の当たりにするまでは半信半疑だったが・・・。		
718	2機の無人惑星探査機ボイジャー（英: Voyager）を用いた探査計画であり、1977年に打ち上げられた。2機の探査機の仕様は双方とも重量721.9kg、出力420Wとほぼ同じであるが、2号がより容量の大きい電源を搭載している。		
719	クーデター計画はぎりぎりのところで阻止されました。	The coup attempt was foiled at the last moment.	
720	すぐに食べなかったので肉を腐らせてしまった.	The meat went bad because we had kept it too long.	
721	落ち葉を集めてたき火をする	make a bonfire of fallen leaves	
722	新作映画のキャスティングは異色の組み合わせだ。 	The new film brings actors together in a very unusual mix.	
723	お墓を建てることになったとき、墓標について悩む方は多くいらっしゃいます。		
724	楽と苦は背中合わせであり、楽には苦が、苦には楽がついて回るという意味をもつことわざ。		
725	今も昔も、CA（客室乗務員）と言えば憧れの職業の上位にランクインする人気職種です。		Xếp thứ hạng cao
726	その市場価格は現在日本ではトンあたり 200 万円と算定されている。 	Its market value in Japan at the present moment ⌐works out [is calculated] at \2,000,000 per ton.	
727	子育てをしているとき、部下を育てる役職についているとき思い通りにすすまず、生き方の指針が見えなくなることがあります。育て方に想いやなんだときに、思い出して欲しいのが「氏より育ち」ということわざです。		
728	この壁画からは古代人の生活の片鱗を伺うことができる。 	We can get a glimpse of the life style of ancient people from this wall painting.	
729	運動の後は体中が痛い。	I ache all over after the exercises.	
730	あちっ系：（マジョリティーにとっての）マイノリティーを指す隠語。一般人にとってのオタク、異性愛者にとっての同性愛者などが対象となることが多い		
731	水がなければこの錠剤は飲み込めません。 	I can't swallow these tablets without a drink of water.	
732	前者の、悪あがきすることでマイナスになる可能性が「ある」ケースとは、「本番の直前」です。		
733	思いもよらないことが起こらないかぎり、きっとうまくいくはずだ。 	Barring anything unforeseen everything should turn all right.	
734	驚いた事に、その子供は横浜からはるばる一人でここにやってきた。 	To my surprise, the child came here by himself all the way from Yokohama.	
735	この上なく簡単に使えるAndroid自動化ツール『Profile Flow』		
736	そのことはうわさで聞いた.	I heard it through [on] the grapevine.	
737	彼女は記者に突きつけられた唐突な質問に当惑した様子だった。 	She looked puzzled at the abrupt question posed by a reporter.	
738	この寺の本尊は何であるか知っていますか。 	Do you know which deity this temple is dedicated to?	
739	箱にいろいろなものを詰め込む	Jam various things into a box	
740	君の仕事を手伝うことをこの上なく嬉しく感じる。 	I am only too glad to help you with your work.	
741	奈良にも大文字の送り火があったんや‼️ 近いのに、今日まで知らなかった		Đến hôm nay mới biết
742	装甲が、もう、持たない!	The armor won't last much longer!‌	
743	幸いともいえる。われわれの先行投資が無駄にならなかった点においてはな。	We could say it was fortunate, in the sense that our prior investments were not a waste.‌	
